domain_acc,domain_loss,class_acc_source,class_loss_source,class_acc_target,class_loss_target
0.79248046875,0.07348494231700897,0.57421875,0.07253028452396393,0.4365234375,2.5408049
0.928955078125,0.026342546567320824,0.923828125,0.0222546998411417,0.4365234375,2.5408049
0.950439453125,0.01818697713315487,0.94921875,0.022032875567674637,0.4365234375,2.5408049
0.960693359375,0.02480900287628174,0.96630859375,0.015693360939621925,0.4365234375,2.5408049
0.971923828125,0.010572347790002823,0.9765625,0.008262811228632927,0.4365234375,2.5408049
0.97265625,0.014486643485724926,0.978515625,0.008779386058449745,0.4365234375,2.5408049
0.982177734375,0.010063749738037586,0.984375,0.00641967635601759,0.4365234375,2.5408049
0.984619140625,0.008005973882973194,0.9853515625,0.0059594763442873955,0.4365234375,2.5408049
0.984375,0.009484682232141495,0.99072265625,0.005860446952283382,0.4365234375,2.5408049
0.98681640625,0.0075577059760689735,0.98779296875,0.004538958426564932,0.4365234375,2.5408049
0.987548828125,0.00471718143671751,0.9912109375,0.003637587185949087,0.4365234375,2.5408049
0.98974609375,0.008279578760266304,0.99462890625,0.0022033816203475,0.4365234375,2.5408049
0.9921875,0.00478402292355895,0.99462890625,0.002213147236034274,0.4365234375,2.5408049
0.9931640625,0.00412486307322979,0.9931640625,0.002743381541222334,0.4365234375,2.5408049
0.994384765625,0.003608815837651491,0.9951171875,0.0014508110471069813,0.4365234375,2.5408049
0.993896484375,0.0030192765407264233,0.99658203125,0.003398560220375657,0.4365234375,2.5408049
0.9931640625,0.006209575571119785,0.99755859375,0.0024943267926573753,0.4365234375,2.5408049
0.996337890625,0.003908946644514799,0.9970703125,0.002107237698510289,0.4365234375,2.5408049
0.995361328125,0.004935723263770342,0.99755859375,0.000950596178881824,0.4365234375,2.5408049
0.996826171875,0.0022112333681434393,0.998046875,0.0016608897130936384,0.4365234375,2.5408049
0.99755859375,0.0016222831327468157,0.99853515625,0.002084702719002962,0.4365234375,2.5408049
0.99658203125,0.003401716472581029,0.99755859375,0.001166042871773243,0.4365234375,2.5408049
0.995849609375,0.001207913039252162,0.9990234375,0.00098421610891819,0.4365234375,2.5408049
0.99755859375,0.0026334510184824467,0.9990234375,0.0014948438620194793,0.4365234375,2.5408049
0.99658203125,0.0025128049310296774,0.99853515625,0.0018835996743291616,0.4365234375,2.5408049
0.99609375,0.0029416168108582497,0.99853515625,0.0011694366112351418,0.4365234375,2.5408049
0.996337890625,0.0025335759855806828,0.9990234375,0.00396757572889328,0.4365234375,2.5408049
0.9970703125,0.003157493192702532,0.998046875,0.0008423659019172192,0.4365234375,2.5408049
0.996826171875,0.002708165906369686,0.99853515625,0.0015554169658571482,0.4365234375,2.5408049
0.996826171875,0.003128784243017435,0.99853515625,0.0011900314129889011,0.4365234375,2.5408049
